,Dates,Temperature in celsius
7836,1821-06-16,36.05
7837,1821-06-17,42.02
7838,1821-06-18,40.64
7839,1821-06-19,44.82
7840,1821-06-20,35.61
7841,1821-06-21,35.16
7842,1821-06-22,45.76
7843,1821-06-23,35.01
7844,1821-06-24,44.56
7845,1821-06-25,38.28
7846,1821-06-26,44.71
7847,1821-06-27,43.35
7848,1821-06-28,44.88
7849,1821-06-29,40.13
7850,1821-06-30,39.2
7851,1821-07-01,33.84
7852,1821-07-02,37.31
7853,1821-07-03,34.58
7854,1821-07-04,37.67
7855,1821-07-05,38.7
7856,1821-07-06,34.45
7857,1821-07-07,33.52
7858,1821-07-08,34.77
7859,1821-07-09,37.02
7860,1821-07-10,34.49
7861,1821-07-11,38.91
7862,1821-07-12,34.32
7863,1821-07-13,38.25
7864,1821-07-14,34.02
7865,1821-07-15,32.68
7866,1821-07-16,33.26
7867,1821-07-17,35.77
7868,1821-07-18,34.21
7869,1821-07-19,38.58
7870,1821-07-20,34.57
7871,1821-07-21,35.57
7872,1821-07-22,37.5
7873,1821-07-23,37.5
7874,1821-07-24,35.19
7875,1821-07-25,36.36
7876,1821-07-26,33.68
7877,1821-07-27,33.5
7878,1821-07-28,32.83
7879,1821-07-29,37.84
7880,1821-07-30,38.73
7881,1821-07-31,34.31
7882,1821-08-01,35.59
7883,1821-08-02,28.23
7884,1821-08-03,36.07
7885,1821-08-04,36.55
7886,1821-08-05,33.9
7887,1821-08-06,30.74
7888,1821-08-07,32.7
7889,1821-08-08,37.82
7890,1821-08-09,37.2
7891,1821-08-10,38.0
7892,1821-08-11,34.84
7893,1821-08-12,30.6
7894,1821-08-13,37.18
7895,1821-08-14,35.76
7896,1821-08-15,28.53
7897,1821-08-16,34.49
7898,1821-08-17,36.09
7899,1821-08-18,32.73
7900,1821-08-19,30.06
7901,1821-08-20,30.94
7902,1821-08-21,37.56
7903,1821-08-22,30.74
7904,1821-08-23,31.39
7905,1821-08-24,28.73
7906,1821-08-25,35.28
7907,1821-08-26,37.12
7908,1821-08-27,31.26
7909,1821-08-28,36.45
7910,1821-08-29,32.23
7911,1821-08-30,28.23
7912,1821-08-31,36.73
7913,1821-09-01,26.56
7914,1821-09-02,30.75
7915,1821-09-03,30.39
7916,1821-09-04,30.79
7917,1821-09-05,33.56
7918,1821-09-06,26.81
7919,1821-09-07,32.68
7920,1821-09-08,28.28
7921,1821-09-09,27.36
7922,1821-09-10,33.75
7923,1821-09-11,29.82
7924,1821-09-12,29.37
7925,1821-09-13,32.8
7926,1821-09-14,32.32
7927,1821-09-15,32.59
7928,1821-09-16,29.0
7929,1821-09-17,28.04
7930,1821-09-18,26.92
7931,1821-09-19,33.23
7932,1821-09-20,25.16
7933,1821-09-21,26.13
7934,1821-09-22,32.93
7935,1821-09-23,27.69
7936,1821-09-24,27.27
7937,1821-09-25,31.14
7938,1821-09-26,28.22
7939,1821-09-27,28.79
7940,1821-09-28,28.51
7941,1821-09-29,26.79
7942,1821-09-30,33.27
7943,1821-10-01,24.74
7944,1821-10-02,22.5
7945,1821-10-03,27.71
7946,1821-10-04,22.67
7947,1821-10-05,26.73
7948,1821-10-06,22.57
7949,1821-10-07,21.61
7950,1821-10-08,32.47
7951,1821-10-09,30.32
7952,1821-10-10,30.1
7953,1821-10-11,26.62
7954,1821-10-12,29.38
7955,1821-10-13,31.3
7956,1821-10-14,23.52
7957,1821-10-15,26.49
7958,1821-10-16,32.01
7959,1821-10-17,24.51
7960,1821-10-18,31.44
7961,1821-10-19,22.94
7962,1821-10-20,22.9
7963,1821-10-21,24.28
7964,1821-10-22,32.84
7965,1821-10-23,25.62
7966,1821-10-24,27.51
7967,1821-10-25,30.56
7968,1821-10-26,31.78
7969,1821-10-27,23.2
7970,1821-10-28,24.63
7971,1821-10-29,21.77
7972,1821-10-30,22.21
7973,1821-10-31,23.49
7974,1821-11-01,15.69
7975,1821-11-02,19.16
7976,1821-11-03,17.79
7977,1821-11-04,14.64
7978,1821-11-05,20.57
7979,1821-11-06,20.72
7980,1821-11-07,19.84
7981,1821-11-08,21.6
7982,1821-11-09,18.45
7983,1821-11-10,18.63
7984,1821-11-11,15.73
7985,1821-11-12,21.55
7986,1821-11-13,17.03
7987,1821-11-14,23.34
7988,1821-11-15,15.43
7989,1821-11-16,16.62
7990,1821-11-17,17.71
7991,1821-11-18,14.13
7992,1821-11-19,19.92
7993,1821-11-20,16.01
7994,1821-11-21,20.89
7995,1821-11-22,20.58
7996,1821-11-23,17.77
7997,1821-11-24,22.38
7998,1821-11-25,15.8
7999,1821-11-26,22.92
8000,1821-11-27,18.08
8001,1821-11-28,20.56
8002,1821-11-29,23.26
8003,1821-11-30,16.56
8004,1821-12-01,9.73
8005,1821-12-02,10.0
8006,1821-12-03,15.94
8007,1821-12-04,12.71
8008,1821-12-05,9.97
8009,1821-12-06,13.69
8010,1821-12-07,16.79
8011,1821-12-08,15.86
8012,1821-12-09,12.1
8013,1821-12-10,14.44
8014,1821-12-11,14.45
8015,1821-12-12,16.44
8016,1821-12-13,12.9
8017,1821-12-14,9.56
8018,1821-12-15,8.84
8019,1821-12-16,14.18
8020,1821-12-17,10.65
8021,1821-12-18,9.3
8022,1821-12-19,10.14
8023,1821-12-20,14.0
8024,1821-12-21,15.31
8025,1821-12-22,15.46
8026,1821-12-23,13.83
8027,1821-12-24,9.85
8028,1821-12-25,12.68
8029,1821-12-26,12.29
8030,1821-12-27,9.45
8031,1821-12-28,14.51
8032,1821-12-29,13.05
8033,1821-12-30,11.99
8034,1821-12-31,11.65
8035,1822-01-01,9.92
8036,1822-01-02,9.81
8037,1822-01-03,12.84
8038,1822-01-04,11.09
8039,1822-01-05,10.73
8040,1822-01-06,11.54
8041,1822-01-07,11.25
8042,1822-01-08,13.17
8043,1822-01-09,12.87
8044,1822-01-10,9.9
8045,1822-01-11,12.41
8046,1822-01-12,13.14
8047,1822-01-13,8.66
8048,1822-01-14,13.91
8049,1822-01-15,12.95
8050,1822-01-16,8.81
8051,1822-01-17,11.48
8052,1822-01-18,12.72
8053,1822-01-19,13.96
8054,1822-01-20,9.55
8055,1822-01-21,13.92
8056,1822-01-22,12.52
8057,1822-01-23,13.32
8058,1822-01-24,10.92
8059,1822-01-25,11.66
8060,1822-01-26,9.73
8061,1822-01-27,12.38
8062,1822-01-28,11.05
8063,1822-01-29,13.0
8064,1822-01-30,13.63
8065,1822-01-31,12.31
8066,1822-02-01,14.28
8067,1822-02-02,12.62
8068,1822-02-03,19.64
8069,1822-02-04,11.11
8070,1822-02-05,13.33
8071,1822-02-06,18.52
8072,1822-02-07,19.97
8073,1822-02-08,13.25
8074,1822-02-09,11.02
8075,1822-02-10,18.59
8076,1822-02-11,16.55
8077,1822-02-12,14.46
8078,1822-02-13,19.79
8079,1822-02-14,13.47
8080,1822-02-15,15.24
8081,1822-02-16,18.25
8082,1822-02-17,15.45
8083,1822-02-18,18.88
8084,1822-02-19,15.13
8085,1822-02-20,15.04
8086,1822-02-21,15.01
8087,1822-02-22,19.02
8088,1822-02-23,14.47
8089,1822-02-24,18.6
8090,1822-02-25,11.74
8091,1822-02-26,12.3
8092,1822-02-27,19.7
8093,1822-02-28,12.61
8094,1822-03-01,17.7
8095,1822-03-02,26.27
8096,1822-03-03,27.14
8097,1822-03-04,23.72
8098,1822-03-05,28.97
8099,1822-03-06,17.41
8100,1822-03-07,28.89
8101,1822-03-08,22.66
8102,1822-03-09,22.99
8103,1822-03-10,25.83
8104,1822-03-11,26.03
8105,1822-03-12,23.43
8106,1822-03-13,20.41
8107,1822-03-14,17.46
8108,1822-03-15,22.5
8109,1822-03-16,26.09
8110,1822-03-17,21.88
8111,1822-03-18,24.1
8112,1822-03-19,27.18
8113,1822-03-20,25.55
8114,1822-03-21,17.09
8115,1822-03-22,19.36
8116,1822-03-23,22.1
8117,1822-03-24,28.79
8118,1822-03-25,19.6
8119,1822-03-26,18.46
8120,1822-03-27,17.79
8121,1822-03-28,21.89
8122,1822-03-29,19.64
8123,1822-03-30,17.55
8124,1822-03-31,17.6
8125,1822-04-01,34.34
8126,1822-04-02,26.0
8127,1822-04-03,29.33
8128,1822-04-04,23.73
8129,1822-04-05,31.17
8130,1822-04-06,32.24
8131,1822-04-07,26.5
8132,1822-04-08,33.68
8133,1822-04-09,23.04
8134,1822-04-10,23.24
8135,1822-04-11,30.92
8136,1822-04-12,34.76
8137,1822-04-13,27.5
8138,1822-04-14,32.53
8139,1822-04-15,31.8
8140,1822-04-16,24.71
8141,1822-04-17,32.14
8142,1822-04-18,30.53
8143,1822-04-19,28.04
8144,1822-04-20,27.52
8145,1822-04-21,29.79
8146,1822-04-22,32.89
8147,1822-04-23,23.19
8148,1822-04-24,34.65
8149,1822-04-25,31.16
8150,1822-04-26,27.77
8151,1822-04-27,25.83
8152,1822-04-28,23.18
8153,1822-04-29,34.71
8154,1822-04-30,27.96
8155,1822-05-01,34.78
8156,1822-05-02,45.36
8157,1822-05-03,43.62
8158,1822-05-04,42.77
8159,1822-05-05,39.61
8160,1822-05-06,41.66
8161,1822-05-07,34.17
8162,1822-05-08,44.14
8163,1822-05-09,38.13
8164,1822-05-10,45.47
8165,1822-05-11,43.8
8166,1822-05-12,42.63
8167,1822-05-13,40.16
8168,1822-05-14,34.98
8169,1822-05-15,34.59
8170,1822-05-16,41.06
8171,1822-05-17,40.18
8172,1822-05-18,43.35
8173,1822-05-19,38.83
8174,1822-05-20,41.1
8175,1822-05-21,41.0
8176,1822-05-22,39.3
8177,1822-05-23,43.07
8178,1822-05-24,39.02
8179,1822-05-25,43.75
8180,1822-05-26,37.76
8181,1822-05-27,43.65
8182,1822-05-28,36.84
8183,1822-05-29,37.06
8184,1822-05-30,34.89
8185,1822-05-31,44.68
8186,1822-06-01,45.41
8187,1822-06-02,36.7
8188,1822-06-03,44.66
8189,1822-06-04,46.55
8190,1822-06-05,43.92
8191,1822-06-06,35.86
8192,1822-06-07,35.17
8193,1822-06-08,35.77
8194,1822-06-09,35.1
8195,1822-06-10,44.7
8196,1822-06-11,35.13
8197,1822-06-12,37.76
8198,1822-06-13,40.08
8199,1822-06-14,43.54
8200,1822-06-15,46.18
8201,1822-06-16,40.28
8202,1822-06-17,37.57
8203,1822-06-18,45.26
8204,1822-06-19,42.34
8205,1822-06-20,41.34
8206,1822-06-21,42.69
8207,1822-06-22,40.63
8208,1822-06-23,38.15
8209,1822-06-24,39.68
8210,1822-06-25,41.31
8211,1822-06-26,46.65
8212,1822-06-27,41.51
8213,1822-06-28,39.88
8214,1822-06-29,40.32
8215,1822-06-30,46.93
8216,1822-07-01,34.75
8217,1822-07-02,36.18
8218,1822-07-03,36.59
8219,1822-07-04,35.72
8220,1822-07-05,35.75
8221,1822-07-06,34.68
8222,1822-07-07,36.53
8223,1822-07-08,34.02
8224,1822-07-09,38.34
8225,1822-07-10,33.39
8226,1822-07-11,34.22
8227,1822-07-12,35.58
8228,1822-07-13,34.78
8229,1822-07-14,36.7
8230,1822-07-15,35.55
8231,1822-07-16,37.55
8232,1822-07-17,34.88
8233,1822-07-18,38.52
8234,1822-07-19,33.74
8235,1822-07-20,36.84
8236,1822-07-21,36.36
8237,1822-07-22,33.3
8238,1822-07-23,33.49
8239,1822-07-24,35.28
8240,1822-07-25,32.63
8241,1822-07-26,35.77
8242,1822-07-27,32.51
8243,1822-07-28,35.38
8244,1822-07-29,32.22
8245,1822-07-30,37.52
8246,1822-07-31,37.48
8247,1822-08-01,36.72
8248,1822-08-02,29.46
8249,1822-08-03,37.79
8250,1822-08-04,34.38
8251,1822-08-05,36.98
8252,1822-08-06,36.27
8253,1822-08-07,28.48
8254,1822-08-08,30.36
8255,1822-08-09,29.43
8256,1822-08-10,31.69
8257,1822-08-11,34.77
8258,1822-08-12,32.58
8259,1822-08-13,36.18
8260,1822-08-14,28.89
8261,1822-08-15,37.79
8262,1822-08-16,30.68
8263,1822-08-17,28.92
8264,1822-08-18,35.48
8265,1822-08-19,33.48
8266,1822-08-20,28.97
8267,1822-08-21,37.61
8268,1822-08-22,30.07
8269,1822-08-23,36.15
8270,1822-08-24,31.34
8271,1822-08-25,33.68
8272,1822-08-26,34.69
8273,1822-08-27,37.63
8274,1822-08-28,34.85
8275,1822-08-29,37.32
8276,1822-08-30,31.45
8277,1822-08-31,32.58
8278,1822-09-01,30.38
8279,1822-09-02,25.91
8280,1822-09-03,27.58
8281,1822-09-04,26.7
8282,1822-09-05,26.8
8283,1822-09-06,31.48
8284,1822-09-07,26.82
8285,1822-09-08,31.25
8286,1822-09-09,30.12
8287,1822-09-10,30.12
8288,1822-09-11,28.21
8289,1822-09-12,25.37
8290,1822-09-13,27.37
8291,1822-09-14,28.75
8292,1822-09-15,29.72
8293,1822-09-16,28.94
8294,1822-09-17,31.65
8295,1822-09-18,29.4
8296,1822-09-19,28.11
8297,1822-09-20,28.85
8298,1822-09-21,25.18
8299,1822-09-22,30.3
8300,1822-09-23,25.11
8301,1822-09-24,27.12
8302,1822-09-25,27.43
8303,1822-09-26,30.55
8304,1822-09-27,31.34
8305,1822-09-28,27.31
8306,1822-09-29,27.44
8307,1822-09-30,30.05
8308,1822-10-01,22.15
8309,1822-10-02,31.69
8310,1822-10-03,30.24
8311,1822-10-04,24.64
8312,1822-10-05,29.71
8313,1822-10-06,31.94
8314,1822-10-07,26.48
8315,1822-10-08,27.8
8316,1822-10-09,30.55
8317,1822-10-10,24.3
8318,1822-10-11,28.92
8319,1822-10-12,30.87
8320,1822-10-13,25.2
8321,1822-10-14,21.04
8322,1822-10-15,24.13
8323,1822-10-16,30.35
8324,1822-10-17,23.92
8325,1822-10-18,24.21
8326,1822-10-19,30.85
8327,1822-10-20,24.02
8328,1822-10-21,24.99
8329,1822-10-22,22.85
8330,1822-10-23,21.78
8331,1822-10-24,32.76
8332,1822-10-25,32.45
8333,1822-10-26,32.18
8334,1822-10-27,28.57
8335,1822-10-28,25.5
8336,1822-10-29,29.83
8337,1822-10-30,30.32
8338,1822-10-31,23.44
8339,1822-11-01,17.46
8340,1822-11-02,15.09
8341,1822-11-03,14.58
8342,1822-11-04,15.74
8343,1822-11-05,18.48
8344,1822-11-06,15.88
8345,1822-11-07,21.33
8346,1822-11-08,20.89
8347,1822-11-09,23.55
8348,1822-11-10,23.02
8349,1822-11-11,23.24
8350,1822-11-12,22.84
8351,1822-11-13,22.67
8352,1822-11-14,23.96
8353,1822-11-15,23.52
8354,1822-11-16,23.4
8355,1822-11-17,15.76
8356,1822-11-18,16.85
8357,1822-11-19,15.45
8358,1822-11-20,17.04
8359,1822-11-21,22.2
8360,1822-11-22,16.04
8361,1822-11-23,17.4
8362,1822-11-24,22.7
8363,1822-11-25,14.57
8364,1822-11-26,23.3
8365,1822-11-27,14.47
8366,1822-11-28,19.49
8367,1822-11-29,21.54
8368,1822-11-30,16.94
8369,1822-12-01,14.82
8370,1822-12-02,16.96
8371,1822-12-03,10.85
8372,1822-12-04,12.4
8373,1822-12-05,9.49
8374,1822-12-06,10.79
8375,1822-12-07,10.38
8376,1822-12-08,8.52
8377,1822-12-09,9.43
8378,1822-12-10,12.27
8379,1822-12-11,8.57
8380,1822-12-12,11.46
8381,1822-12-13,14.23
8382,1822-12-14,9.31
8383,1822-12-15,8.5
8384,1822-12-16,14.24
8385,1822-12-17,8.68
8386,1822-12-18,11.8
8387,1822-12-19,10.63
8388,1822-12-20,13.8
8389,1822-12-21,11.16
8390,1822-12-22,8.75
8391,1822-12-23,11.82
8392,1822-12-24,11.08
8393,1822-12-25,12.82
8394,1822-12-26,11.09
8395,1822-12-27,15.3
8396,1822-12-28,14.46
8397,1822-12-29,8.87
8398,1822-12-30,10.73
8399,1822-12-31,9.35
8400,1823-01-01,11.71
8401,1823-01-02,8.22
8402,1823-01-03,10.14
8403,1823-01-04,9.0
8404,1823-01-05,12.43
8405,1823-01-06,11.78
8406,1823-01-07,9.87
8407,1823-01-08,12.02
8408,1823-01-09,11.05
8409,1823-01-10,10.43
8410,1823-01-11,8.08
8411,1823-01-12,10.71
8412,1823-01-13,12.96
8413,1823-01-14,10.38
8414,1823-01-15,12.27
8415,1823-01-16,10.62
8416,1823-01-17,9.84
8417,1823-01-18,12.26
8418,1823-01-19,9.29
8419,1823-01-20,13.78
8420,1823-01-21,9.34
8421,1823-01-22,9.16
8422,1823-01-23,12.69
8423,1823-01-24,10.32
8424,1823-01-25,8.27
8425,1823-01-26,10.8
8426,1823-01-27,11.66
8427,1823-01-28,8.23
8428,1823-01-29,9.08
8429,1823-01-30,12.05
8430,1823-01-31,13.01
8431,1823-02-01,11.96
8432,1823-02-02,16.4
8433,1823-02-03,18.24
8434,1823-02-04,13.86
8435,1823-02-05,16.32
8436,1823-02-06,19.88
8437,1823-02-07,13.63
8438,1823-02-08,12.1
8439,1823-02-09,15.67
8440,1823-02-10,19.84
8441,1823-02-11,11.73
8442,1823-02-12,19.15
8443,1823-02-13,14.73
8444,1823-02-14,13.53
8445,1823-02-15,18.31
8446,1823-02-16,12.87
8447,1823-02-17,19.55
8448,1823-02-18,17.81
8449,1823-02-19,18.0
8450,1823-02-20,13.74
8451,1823-02-21,14.79
8452,1823-02-22,12.67
8453,1823-02-23,13.63
8454,1823-02-24,14.47
8455,1823-02-25,17.58
8456,1823-02-26,18.46
8457,1823-02-27,15.7
8458,1823-02-28,11.11
8459,1823-03-01,23.9
8460,1823-03-02,25.41
8461,1823-03-03,21.87
8462,1823-03-04,27.88
8463,1823-03-05,26.82
8464,1823-03-06,27.76
8465,1823-03-07,18.39
8466,1823-03-08,24.07
8467,1823-03-09,24.58
8468,1823-03-10,28.38
8469,1823-03-11,20.53
8470,1823-03-12,26.87
8471,1823-03-13,26.03
8472,1823-03-14,21.17
8473,1823-03-15,19.05
8474,1823-03-16,23.6
8475,1823-03-17,27.75
8476,1823-03-18,25.88
8477,1823-03-19,19.24
8478,1823-03-20,27.68
8479,1823-03-21,24.82
8480,1823-03-22,18.36
8481,1823-03-23,22.08
8482,1823-03-24,26.89
8483,1823-03-25,28.94
8484,1823-03-26,22.35
8485,1823-03-27,24.09
8486,1823-03-28,27.6
8487,1823-03-29,18.64
8488,1823-03-30,25.03
8489,1823-03-31,28.12
8490,1823-04-01,23.46
8491,1823-04-02,29.45
8492,1823-04-03,33.97
8493,1823-04-04,27.26
8494,1823-04-05,23.34
8495,1823-04-06,24.81
8496,1823-04-07,33.91
8497,1823-04-08,28.08
8498,1823-04-09,33.71
8499,1823-04-10,31.32
8500,1823-04-11,26.04
8501,1823-04-12,34.93
8502,1823-04-13,29.07
8503,1823-04-14,26.4
8504,1823-04-15,33.77
8505,1823-04-16,23.24
8506,1823-04-17,25.68
8507,1823-04-18,24.96
8508,1823-04-19,33.68
8509,1823-04-20,26.49
8510,1823-04-21,23.25
8511,1823-04-22,29.27
8512,1823-04-23,25.06
8513,1823-04-24,30.72
8514,1823-04-25,27.69
8515,1823-04-26,33.1
8516,1823-04-27,33.28
8517,1823-04-28,29.81
8518,1823-04-29,33.03
8519,1823-04-30,29.84
8520,1823-05-01,39.09
8521,1823-05-02,34.17
8522,1823-05-03,42.09
8523,1823-05-04,41.0
8524,1823-05-05,42.54
8525,1823-05-06,37.13
8526,1823-05-07,37.36
8527,1823-05-08,44.71
8528,1823-05-09,35.75
8529,1823-05-10,44.88
8530,1823-05-11,42.67
8531,1823-05-12,39.28
8532,1823-05-13,38.99
8533,1823-05-14,45.21
8534,1823-05-15,40.48
8535,1823-05-16,38.6
8536,1823-05-17,43.38
8537,1823-05-18,40.91
8538,1823-05-19,41.45
8539,1823-05-20,34.31
8540,1823-05-21,44.81
8541,1823-05-22,41.29
8542,1823-05-23,43.01
8543,1823-05-24,41.72
8544,1823-05-25,39.76
8545,1823-05-26,41.54
8546,1823-05-27,34.6
8547,1823-05-28,38.69
8548,1823-05-29,44.68
8549,1823-05-30,34.72
8550,1823-05-31,38.03
8551,1823-06-01,42.57
8552,1823-06-02,46.84
8553,1823-06-03,35.23
8554,1823-06-04,42.42
8555,1823-06-05,44.78
8556,1823-06-06,39.26
8557,1823-06-07,40.12
8558,1823-06-08,44.83
8559,1823-06-09,42.28
8560,1823-06-10,45.98
8561,1823-06-11,39.32
8562,1823-06-12,45.52
8563,1823-06-13,42.71
8564,1823-06-14,38.86
8565,1823-06-15,42.88
8566,1823-06-16,37.96
8567,1823-06-17,41.21
8568,1823-06-18,42.0
8569,1823-06-19,35.86
8570,1823-06-20,45.93
8571,1823-06-21,46.51
8572,1823-06-22,35.1
8573,1823-06-23,44.73
8574,1823-06-24,35.22
8575,1823-06-25,39.33
8576,1823-06-26,45.79
8577,1823-06-27,42.83
8578,1823-06-28,43.27
8579,1823-06-29,35.49
8580,1823-06-30,40.31
8581,1823-07-01,35.37
8582,1823-07-02,34.08
8583,1823-07-03,36.53
8584,1823-07-04,38.39
8585,1823-07-05,36.13
8586,1823-07-06,37.98
8587,1823-07-07,36.42
8588,1823-07-08,33.05
8589,1823-07-09,36.2
8590,1823-07-10,35.44
8591,1823-07-11,33.93
8592,1823-07-12,34.83
8593,1823-07-13,34.56
8594,1823-07-14,37.92
8595,1823-07-15,35.52
8596,1823-07-16,36.92
8597,1823-07-17,33.65
8598,1823-07-18,36.23
8599,1823-07-19,33.33
8600,1823-07-20,36.51
8601,1823-07-21,33.81
8602,1823-07-22,32.24
8603,1823-07-23,37.67
8604,1823-07-24,35.82
8605,1823-07-25,37.19
8606,1823-07-26,34.12
8607,1823-07-27,38.71
8608,1823-07-28,38.21
8609,1823-07-29,33.45
8610,1823-07-30,37.36
8611,1823-07-31,37.73
8612,1823-08-01,37.13
8613,1823-08-02,32.37
8614,1823-08-03,29.38
8615,1823-08-04,30.65
8616,1823-08-05,35.56
8617,1823-08-06,37.92
8618,1823-08-07,28.06
8619,1823-08-08,31.56
8620,1823-08-09,37.58
8621,1823-08-10,31.44
8622,1823-08-11,35.2
8623,1823-08-12,28.27
8624,1823-08-13,35.84
8625,1823-08-14,34.42
8626,1823-08-15,29.25
8627,1823-08-16,35.09
8628,1823-08-17,29.88
8629,1823-08-18,33.03
8630,1823-08-19,30.28
8631,1823-08-20,35.49
8632,1823-08-21,35.29
8633,1823-08-22,31.89
8634,1823-08-23,31.25
8635,1823-08-24,34.2
8636,1823-08-25,28.17
8637,1823-08-26,29.42
8638,1823-08-27,31.45
8639,1823-08-28,29.31
8640,1823-08-29,28.97
8641,1823-08-30,37.71
8642,1823-08-31,35.93
8643,1823-09-01,33.83
8644,1823-09-02,30.15
8645,1823-09-03,29.65
8646,1823-09-04,33.31
8647,1823-09-05,30.31
8648,1823-09-06,32.85
8649,1823-09-07,27.0
8650,1823-09-08,26.42
8651,1823-09-09,25.57
8652,1823-09-10,32.57
8653,1823-09-11,31.31
8654,1823-09-12,32.99
8655,1823-09-13,30.91
8656,1823-09-14,28.59
8657,1823-09-15,27.5
8658,1823-09-16,27.59
8659,1823-09-17,29.19
8660,1823-09-18,32.58
8661,1823-09-19,31.14
8662,1823-09-20,26.19
8663,1823-09-21,30.92
8664,1823-09-22,33.27
8665,1823-09-23,29.84
8666,1823-09-24,27.52
8667,1823-09-25,25.83
8668,1823-09-26,26.21
8669,1823-09-27,25.14
8670,1823-09-28,27.23
8671,1823-09-29,26.48
8672,1823-09-30,25.63
8673,1823-10-01,23.47
8674,1823-10-02,24.07
8675,1823-10-03,23.52
8676,1823-10-04,28.19
8677,1823-10-05,22.79
8678,1823-10-06,31.98
8679,1823-10-07,26.32
8680,1823-10-08,30.96
8681,1823-10-09,31.09
8682,1823-10-10,29.35
8683,1823-10-11,28.45
8684,1823-10-12,28.42
8685,1823-10-13,22.14
8686,1823-10-14,25.19
8687,1823-10-15,23.15
8688,1823-10-16,29.05
8689,1823-10-17,26.6
8690,1823-10-18,29.21
8691,1823-10-19,21.51
8692,1823-10-20,23.41
8693,1823-10-21,25.76
8694,1823-10-22,30.7
8695,1823-10-23,23.94
8696,1823-10-24,29.02
8697,1823-10-25,30.64
8698,1823-10-26,27.97
8699,1823-10-27,27.66
8700,1823-10-28,23.9
8701,1823-10-29,23.33
8702,1823-10-30,31.19
8703,1823-10-31,25.19
8704,1823-11-01,20.8
8705,1823-11-02,15.15
8706,1823-11-03,19.83
8707,1823-11-04,14.65
8708,1823-11-05,17.88
8709,1823-11-06,18.5
8710,1823-11-07,16.25
8711,1823-11-08,15.94
8712,1823-11-09,22.56
8713,1823-11-10,16.03
8714,1823-11-11,20.37
8715,1823-11-12,17.04
8716,1823-11-13,21.38
8717,1823-11-14,18.73
8718,1823-11-15,17.75
8719,1823-11-16,14.72
8720,1823-11-17,23.65
8721,1823-11-18,19.34
8722,1823-11-19,17.82
8723,1823-11-20,16.06
8724,1823-11-21,18.75
8725,1823-11-22,17.16
8726,1823-11-23,20.87
8727,1823-11-24,17.61
8728,1823-11-25,14.09
8729,1823-11-26,18.29
8730,1823-11-27,22.35
8731,1823-11-28,20.9
8732,1823-11-29,23.79
8733,1823-11-30,20.33
8734,1823-12-01,16.19
8735,1823-12-02,11.2
8736,1823-12-03,10.75
8737,1823-12-04,16.51
8738,1823-12-05,11.39
8739,1823-12-06,9.12
8740,1823-12-07,8.23
8741,1823-12-08,14.23
8742,1823-12-09,14.99
8743,1823-12-10,9.42
8744,1823-12-11,12.43
8745,1823-12-12,9.57
8746,1823-12-13,11.38
8747,1823-12-14,13.29
8748,1823-12-15,13.71
8749,1823-12-16,15.34
8750,1823-12-17,10.76
8751,1823-12-18,9.49
8752,1823-12-19,16.94
8753,1823-12-20,14.91
8754,1823-12-21,13.01
8755,1823-12-22,8.75
8756,1823-12-23,8.74
8757,1823-12-24,11.43
8758,1823-12-25,10.06
8759,1823-12-26,13.5
8760,1823-12-27,15.96
8761,1823-12-28,9.75
8762,1823-12-29,10.38
8763,1823-12-30,9.8
8764,1823-12-31,8.55
8765,1824-01-01,10.49
8766,1824-01-02,13.05
8767,1824-01-03,11.29
8768,1824-01-04,9.5
8769,1824-01-05,10.48
8770,1824-01-06,13.86
8771,1824-01-07,13.29
8772,1824-01-08,12.73
8773,1824-01-09,13.71
8774,1824-01-10,13.48
8775,1824-01-11,8.68
8776,1824-01-12,13.84
8777,1824-01-13,12.79
8778,1824-01-14,8.89
8779,1824-01-15,12.06
8780,1824-01-16,13.34
8781,1824-01-17,13.32
8782,1824-01-18,13.98
8783,1824-01-19,12.75
8784,1824-01-20,8.12
8785,1824-01-21,9.89
8786,1824-01-22,13.87
8787,1824-01-23,12.59
8788,1824-01-24,13.13
8789,1824-01-25,13.18
8790,1824-01-26,12.55
8791,1824-01-27,13.08
8792,1824-01-28,10.28
8793,1824-01-29,10.82
8794,1824-01-30,10.73
8795,1824-01-31,10.86
8796,1824-02-01,19.79
8797,1824-02-02,19.01
8798,1824-02-03,16.08
8799,1824-02-04,11.54
8800,1824-02-05,11.66
8801,1824-02-06,16.18
8802,1824-02-07,13.22
8803,1824-02-08,19.85
8804,1824-02-09,12.02
8805,1824-02-10,18.44
8806,1824-02-11,17.97
8807,1824-02-12,19.92
8808,1824-02-13,14.94
8809,1824-02-14,11.82
8810,1824-02-15,13.14
8811,1824-02-16,15.26
8812,1824-02-17,13.04
8813,1824-02-18,17.46
8814,1824-02-19,14.37
8815,1824-02-20,13.66
8816,1824-02-21,17.17
8817,1824-02-22,16.28
8818,1824-02-23,14.88
8819,1824-02-24,16.22
8820,1824-02-25,15.34
8821,1824-02-26,11.35
8822,1824-02-27,11.2
8823,1824-02-28,19.11
8824,1824-02-29,13.04
8825,1824-03-01,18.82
8826,1824-03-02,23.38
8827,1824-03-03,20.87
8828,1824-03-04,19.38
8829,1824-03-05,21.81
8830,1824-03-06,28.36
8831,1824-03-07,28.56
8832,1824-03-08,27.43
8833,1824-03-09,26.0
8834,1824-03-10,20.8
